MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
60,RL,105.0,13650,Pave,0.0,3.0,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,3.0,232.0,4,3,PConc,4.0,3.0,4.0,6.0,578.0,1.0,0.0,1093.0,1671.0,GasA,5,Y,4.0,1687,563,0,2250,1.0,0.0,2,1,3,1,4,7,7,1,5.0,6.0,2002.0,3.0,3.0,756.0,3.0,3.0,2,238,130,0,0,0,0,0.0,0.0,0.0,0,6,2010,WD ,Normal,320000
120,RL,61.0,7658,Pave,0.0,3.0,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,3.0,412.0,5,3,PConc,5.0,3.0,1.0,6.0,456.0,1.0,0.0,1296.0,1752.0,GasA,5,Y,4.0,1752,0,0,1752,1.0,0.0,2,0,2,1,5,6,7,1,4.0,6.0,2005.0,0.0,2.0,576.0,3.0,3.0,2,196,82,0,0,0,0,0.0,0.0,0.0,0,2,2010,WD ,Normal,319900
120,RL,41.0,7132,Pave,0.0,2.0,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,4.0,178.0,4,3,PConc,4.0,3.0,2.0,6.0,24.0,1.0,0.0,1346.0,1370.0,GasA,5,Y,4.0,1370,0,0,1370,0.0,0.0,2,0,2,1,4,6,7,1,4.0,6.0,2006.0,0.0,2.0,484.0,3.0,3.0,2,120,49,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,205000
160,RL,36.0,2628,Pave,0.0,3.0,Lvl,3,Inside,2,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,4.0,106.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,764.0,764.0,GasA,5,Y,4.0,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,7,0,0.0,0.0,2003.0,0.0,2.0,474.0,3.0,3.0,2,0,27,0,0,0,0,0.0,0.0,0.0,0,6,2010,WD ,Normal,175500
20,RL,100.0,18494,Pave,0.0,2.0,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1324.0,1324.0,GasA,5,Y,4.0,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,7,0,0.0,6.0,2005.0,3.0,2.0,430.0,3.0,3.0,2,36,23,0,0,0,0,0.0,0.0,0.0,0,1,2010,WD ,Normal,199500
120,RL,43.0,3203,Pave,0.0,3.0,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,3.0,14.0,4,3,PConc,4.0,3.0,3.0,6.0,16.0,1.0,0.0,1129.0,1145.0,GasA,5,Y,4.0,1145,0,0,1145,0.0,0.0,2,0,2,1,4,6,7,0,0.0,6.0,2006.0,3.0,2.0,437.0,3.0,3.0,2,100,116,0,0,0,0,0.0,0.0,0.0,0,1,2010,WD ,Normal,160000
120,RL,43.0,3182,Pave,0.0,3.0,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,3.0,16.0,4,3,PConc,4.0,3.0,1.0,6.0,24.0,1.0,0.0,1232.0,1256.0,GasA,5,Y,4.0,1269,0,0,1269,0.0,0.0,2,0,2,1,4,6,7,1,3.0,6.0,2004.0,3.0,2.0,430.0,3.0,3.0,2,146,20,0,0,144,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,192000
80,RL,67.0,13300,Pave,0.0,2.0,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4.0,3.0,1.0,6.0,326.0,1.0,0.0,58.0,384.0,GasA,5,Y,4.0,744,630,0,1374,1.0,0.0,2,1,3,1,4,7,7,1,4.0,0.0,2004.0,3.0,2.0,400.0,3.0,3.0,2,100,0,0,0,0,0,0.0,0.0,0.0,0,6,2010,WD ,Normal,184500
60,RL,0.0,7851,Pave,0.0,3.0,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4.0,3.0,1.0,6.0,625.0,1.0,0.0,235.0,860.0,GasA,5,Y,4.0,860,1100,0,1960,1.0,0.0,2,1,4,1,4,8,7,2,3.0,0.0,2002.0,3.0,2.0,440.0,3.0,3.0,2,288,48,0,0,0,0,0.0,0.0,0.0,0,5,2010,WD ,Normal,216500
60,RL,63.0,8577,Pave,0.0,2.0,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,847.0,847.0,GasA,5,Y,4.0,847,886,0,1733,0.0,0.0,2,1,3,1,4,7,7,1,4.0,0.0,2004.0,3.0,2.0,433.0,3.0,3.0,2,144,48,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,185088
80,RL,0.0,7750,Pave,0.0,2.0,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,3,PConc,4.0,3.0,1.0,6.0,250.0,1.0,0.0,134.0,384.0,GasA,5,Y,4.0,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,7,1,3.0,0.0,2000.0,3.0,2.0,400.0,3.0,3.0,2,180,0,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,180000
60,RL,0.0,9505,Pave,0.0,2.0,Lvl,3,CulDSac,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,3.0,180.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,884.0,884.0,GasA,5,Y,4.0,884,1151,0,2035,0.0,0.0,2,1,3,1,4,8,7,1,4.0,0.0,2001.0,3.0,2.0,434.0,3.0,3.0,2,144,48,0,0,0,0,0.0,0.0,0.0,0,5,2010,WD ,Normal,222500
60,RL,108.0,14774,Pave,0.0,2.0,Lvl,3,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,3.0,165.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1393.0,1393.0,GasA,5,Y,4.0,1422,1177,0,2599,0.0,0.0,2,1,4,1,4,10,7,1,3.0,0.0,1999.0,3.0,3.0,779.0,3.0,3.0,2,668,30,0,0,0,0,0.0,0.0,0.0,0,5,2010,WD ,Normal,333168
60,RL,60.0,17433,Pave,0.0,0.0,Lvl,3,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,3.0,114.0,4,3,PConc,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1629.0,1629.0,GasA,5,Y,4.0,1645,830,0,2475,0.0,0.0,2,1,4,1,4,7,7,1,3.0,6.0,1998.0,3.0,3.0,962.0,3.0,3.0,2,23,172,0,0,256,0,0.0,0.0,0.0,0,1,2010,WD ,Normal,355000
20,RL,59.0,10593,Pave,0.0,2.0,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,3.0,338.0,4,3,PConc,4.0,3.0,1.0,6.0,919.0,1.0,0.0,801.0,1720.0,GasA,5,Y,4.0,1720,0,0,1720,1.0,0.0,2,0,3,1,4,7,7,1,3.0,6.0,1996.0,3.0,2.0,527.0,3.0,3.0,2,240,56,154,0,0,0,0.0,0.0,0.0,0,3,2010,WD ,Normal,260400
60,RL,98.0,12256,Pave,0.0,2.0,Lvl,3,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,3.0,362.0,4,3,PConc,5.0,3.0,3.0,6.0,1032.0,1.0,0.0,431.0,1463.0,GasA,5,Y,4.0,1500,1122,0,2622,1.0,0.0,2,1,3,1,4,9,7,2,3.0,6.0,1994.0,0.0,2.0,712.0,3.0,3.0,2,186,32,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,325000
60,RL,92.0,11764,Pave,0.0,2.0,Lvl,3,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,3.0,348.0,4,3,PConc,4.0,3.0,1.0,6.0,524.0,1.0,0.0,628.0,1152.0,GasA,5,Y,4.0,1164,1106,0,2270,0.0,0.0,2,1,4,1,4,9,7,1,4.0,6.0,1999.0,3.0,3.0,671.0,3.0,3.0,2,132,57,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,290000
60,RL,58.0,16770,Pave,0.0,0.0,Lvl,3,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,3.0,30.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1195.0,1195.0,GasA,4,Y,4.0,1195,644,0,1839,0.0,0.0,2,1,4,1,3,7,7,0,0.0,6.0,1998.0,3.0,2.0,486.0,3.0,3.0,2,0,81,0,0,0,0,0.0,0.0,0.0,0,6,2010,WD ,Normal,221000
50,RL,56.0,14720,Pave,0.0,2.0,Lvl,3,CulDSac,2,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,3.0,579.0,4,3,PConc,4.0,3.0,3.0,6.0,816.0,1.0,0.0,1217.0,2033.0,GasA,5,Y,4.0,2053,1185,0,3238,1.0,0.0,2,1,4,1,4,9,7,1,5.0,6.0,1996.0,3.0,3.0,666.0,3.0,3.0,2,283,86,0,0,0,0,0.0,0.0,0.0,0,3,2010,WD ,Normal,410000
20,RL,73.0,8987,Pave,0.0,3.0,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,3.0,226.0,4,3,PConc,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1595.0,1595.0,GasA,5,Y,4.0,1595,0,0,1595,0.0,0.0,2,0,2,1,4,6,7,1,4.0,6.0,2005.0,0.0,3.0,880.0,3.0,3.0,2,144,0,0,0,0,0,0.0,0.0,0.0,0,5,2010,WD ,Normal,221500
20,FV,92.0,9215,Pave,0.0,3.0,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1218.0,1218.0,GasA,5,Y,4.0,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,7,0,0.0,6.0,2009.0,0.0,2.0,676.0,3.0,3.0,2,0,136,0,0,0,0,0.0,0.0,0.0,0,4,2010,New,Partial,204500
60,FV,72.0,8640,Pave,0.0,3.0,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,3,PConc,4.0,3.0,2.0,6.0,24.0,1.0,0.0,732.0,756.0,GasA,5,Y,4.0,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,7,0,0.0,6.0,2009.0,1.0,2.0,614.0,3.0,3.0,2,169,45,0,0,0,0,0.0,0.0,0.0,0,6,2010,Con,Normal,215200
20,FV,75.0,9000,Pave,0.0,3.0,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,4.0,36.0,4,3,PConc,4.0,3.0,3.0,6.0,1078.0,1.0,0.0,488.0,1566.0,GasA,5,Y,4.0,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,7,0,0.0,6.0,2008.0,0.0,2.0,750.0,3.0,3.0,2,144,168,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,262500
60,FV,100.0,12552,Pave,0.0,3.0,Lvl,3,Corner,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4.0,3.0,1.0,6.0,222.0,1.0,0.0,769.0,991.0,GasA,5,Y,4.0,991,956,0,1947,0.0,0.0,2,1,3,1,4,8,7,1,4.0,6.0,2004.0,0.0,2.0,678.0,3.0,3.0,2,0,136,0,0,0,0,0.0,2.0,0.0,0,5,2010,WD ,Normal,254900
20,FV,84.0,10440,Pave,0.0,3.0,Lvl,3,Corner,2,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,5.0,3.0,1.0,6.0,1414.0,1.0,0.0,54.0,1468.0,GasA,5,Y,4.0,1468,0,0,1468,1.0,0.0,2,0,2,1,4,6,7,1,4.0,6.0,2005.0,3.0,2.0,528.0,3.0,3.0,2,0,102,0,0,216,0,0.0,0.0,0.0,0,5,2010,WD ,Normal,271500
60,RL,76.0,10142,Pave,0.0,2.0,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4.0,3.0,1.0,6.0,656.0,1.0,0.0,300.0,956.0,GasA,5,Y,4.0,956,1128,0,2084,1.0,0.0,2,1,4,1,4,8,7,0,0.0,0.0,2004.0,0.0,2.0,618.0,3.0,3.0,2,0,45,0,0,0,0,0.0,0.0,0.0,0,1,2010,WD ,Normal,233000
60,RL,70.0,11920,Pave,0.0,3.0,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,3.0,122.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,831.0,831.0,GasA,5,Y,4.0,831,828,0,1659,0.0,0.0,2,1,3,1,4,8,7,0,0.0,6.0,2004.0,0.0,2.0,484.0,3.0,3.0,2,144,68,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,181000
60,RL,0.0,8880,Pave,0.0,2.0,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4.0,3.0,1.0,6.0,695.0,1.0,0.0,253.0,948.0,GasA,5,Y,4.0,1222,888,0,2110,1.0,0.0,2,1,3,1,4,8,7,2,2.0,6.0,1994.0,0.0,2.0,463.0,3.0,3.0,2,0,130,0,0,0,0,0.0,0.0,0.0,0,5,2010,WD ,Normal,205000
120,RL,50.0,8012,Pave,0.0,3.0,Lvl,3,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,0.0,0.0,3,3,CBlock,4.0,3.0,1.0,4.0,543.0,4.0,119.0,261.0,923.0,GasA,3,Y,4.0,923,0,0,923,0.0,0.0,2,0,2,1,3,5,7,1,3.0,6.0,1980.0,0.0,1.0,264.0,3.0,3.0,2,80,0,0,0,0,0,0.0,0.0,0.0,0,5,2010,WD ,Normal,143000
60,RL,70.0,11218,Pave,0.0,3.0,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1055.0,1055.0,GasA,5,Y,4.0,1055,790,0,1845,0.0,0.0,2,1,3,1,4,8,7,1,3.0,6.0,1992.0,0.0,2.0,462.0,3.0,3.0,2,635,104,0,0,0,0,0.0,4.0,2.0,400,5,2010,WD ,Normal,189000
120,RL,55.0,7892,Pave,0.0,3.0,Lvl,3,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,0.0,0.0,3,3,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,918.0,918.0,GasA,3,Y,4.0,918,0,0,918,0.0,0.0,2,0,2,1,3,5,7,1,3.0,6.0,1979.0,1.0,1.0,264.0,3.0,3.0,2,28,0,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,99500
120,RL,50.0,7175,Pave,0.0,3.0,Lvl,3,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,0.0,0.0,3,3,CBlock,4.0,3.0,1.0,5.0,623.0,2.0,121.0,0.0,744.0,GasA,3,Y,4.0,752,0,0,752,1.0,0.0,1,0,2,1,3,4,7,0,0.0,6.0,1984.0,1.0,1.0,264.0,3.0,3.0,2,353,0,0,0,90,0,0.0,3.0,0.0,0,2,2010,WD ,Normal,125000
60,RL,0.0,9453,Pave,0.0,2.0,Lvl,3,CulDSac,2,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,4,3,PConc,4.0,3.0,1.0,4.0,402.0,1.0,0.0,594.0,996.0,GasA,5,Y,4.0,1014,730,0,1744,0.0,0.0,2,1,3,1,4,7,7,0,0.0,6.0,1993.0,0.0,2.0,457.0,3.0,3.0,2,370,70,0,238,0,0,0.0,0.0,0.0,0,2,2010,WD ,Normal,194500
20,RL,81.0,9672,Pave,0.0,3.0,Lvl,3,Corner,2,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,0.0,0.0,3,3,PConc,4.0,3.0,1.0,6.0,338.0,1.0,0.0,702.0,1040.0,GasA,3,Y,4.0,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,7,0,0.0,6.0,1986.0,1.0,2.0,480.0,3.0,3.0,2,0,0,0,0,0,0,0.0,4.0,0.0,0,5,2010,WD ,Normal,152000
60,RL,70.0,8400,Pave,0.0,3.0,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,3.0,130.0,3,3,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,650.0,650.0,GasA,3,Y,4.0,888,676,0,1564,0.0,0.0,2,1,3,1,3,7,7,1,3.0,6.0,1980.0,1.0,2.0,476.0,3.0,3.0,2,0,50,0,0,204,0,0.0,3.0,0.0,0,4,2010,WD ,Normal,171000
30,RH,70.0,9800,Pave,0.0,3.0,Lvl,3,Corner,2,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,2,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,816.0,816.0,GasA,3,N,3.0,1012,0,0,1012,0.0,0.0,1,0,2,1,3,5,7,0,0.0,3.0,1920.0,1.0,1.0,429.0,3.0,3.0,2,121,0,80,0,0,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,67500
90,RM,68.0,8930,Pave,0.0,3.0,Lvl,3,Inside,2,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,3,Y,4.0,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,7,0,0.0,6.0,1978.0,1.0,2.0,539.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,112000
85,RL,88.0,11782,Pave,0.0,2.0,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,3,3,CBlock,3.0,3.0,3.0,5.0,899.0,1.0,0.0,210.0,1109.0,GasA,3,Y,4.0,1155,0,0,1155,1.0,0.0,1,0,3,1,4,6,5,0,0.0,3.0,1987.0,1.0,2.0,576.0,3.0,3.0,2,192,0,0,0,0,0,0.0,3.0,2.0,400,6,2010,WD ,Normal,148000
20,RL,65.0,8450,Pave,0.0,3.0,Lvl,3,Inside,2,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,3,4,CBlock,3.0,3.0,1.0,6.0,553.0,4.0,117.0,224.0,894.0,GasA,5,Y,4.0,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,1,4.0,3.0,1973.0,1.0,1.0,336.0,3.0,3.0,2,416,144,0,0,0,0,0.0,3.0,0.0,0,4,2010,WD ,Normal,138500
20,RL,0.0,9819,Pave,0.0,2.0,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,3.0,31.0,3,4,CBlock,3.0,3.0,1.0,4.0,450.0,1.0,0.0,432.0,882.0,GasA,3,Y,4.0,900,0,0,900,0.0,0.0,1,0,3,1,3,5,7,0,0.0,3.0,1970.0,1.0,1.0,280.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0.0,0,2,2010,WD ,Normal,122000
20,RL,75.0,7500,Pave,0.0,3.0,Lvl,3,Corner,2,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,824.0,1.0,0.0,216.0,1040.0,GasA,2,Y,4.0,1040,0,0,1040,1.0,0.0,1,1,3,1,3,5,7,0,0.0,6.0,1963.0,3.0,1.0,308.0,3.0,3.0,2,0,0,220,0,0,0,0.0,3.0,0.0,0,6,2010,WD ,Normal,133000
20,RL,0.0,6897,Pave,0.0,2.0,Lvl,3,Corner,2,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,3,4,CBlock,3.0,3.0,1.0,5.0,659.0,1.0,0.0,381.0,1040.0,GasA,5,Y,4.0,1040,0,0,1040,1.0,0.0,1,1,3,1,3,6,7,0,0.0,3.0,1962.0,1.0,1.0,260.0,3.0,3.0,2,0,104,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD ,Normal,127000
20,RL,39.0,15410,Pave,0.0,2.0,Lvl,3,CulDSac,2,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,2.0,250.0,3,4,CBlock,3.0,3.0,4.0,4.0,126.0,6.0,859.0,223.0,1208.0,GasA,5,Y,4.0,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,7,2,2.0,6.0,1974.0,3.0,2.0,461.0,3.0,3.0,2,296,0,186,0,0,0,0.0,4.0,0.0,0,4,2010,WD ,Abnorml,169000
60,RL,107.0,10186,Pave,0.0,2.0,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,4,3,PConc,4.0,3.0,1.0,6.0,674.0,1.0,0.0,76.0,750.0,GasA,5,Y,4.0,1061,862,0,1923,1.0,0.0,2,1,3,1,4,8,7,1,3.0,6.0,1992.0,0.0,2.0,564.0,3.0,3.0,2,240,39,0,0,0,0,0.0,0.0,0.0,0,6,2010,WD ,Normal,190000
60,RL,85.0,13143,Pave,0.0,2.0,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,3.0,504.0,4,3,PConc,4.0,3.0,1.0,2.0,250.0,6.0,981.0,0.0,1231.0,GasA,5,Y,4.0,1251,1098,0,2349,1.0,0.0,2,1,4,1,4,9,7,1,3.0,6.0,1993.0,0.0,3.0,762.0,3.0,3.0,2,32,130,0,0,0,0,0.0,0.0,0.0,0,6,2010,WD ,Normal,362500
60,RL,88.0,11134,Pave,0.0,3.0,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,3.0,180.0,4,3,PConc,4.0,3.0,1.0,6.0,1129.0,1.0,0.0,261.0,1390.0,GasA,5,Y,4.0,1402,823,0,2225,1.0,0.0,2,1,4,1,4,7,7,1,3.0,6.0,1992.0,0.0,3.0,713.0,3.0,3.0,2,198,30,0,0,0,0,0.0,0.0,0.0,0,6,2010,WD ,Normal,285000
120,FV,25.0,4835,Pave,0.0,2.0,Lvl,3,CulDSac,2,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,4,3,PConc,5.0,3.0,3.0,6.0,1298.0,1.0,0.0,190.0,1488.0,GasA,5,Y,4.0,1488,0,0,1488,1.0,0.0,2,0,2,1,4,6,7,1,4.0,6.0,2004.0,3.0,2.0,506.0,3.0,3.0,2,168,50,0,0,0,0,0.0,0.0,0.0,0,3,2010,WD ,Normal,260000
160,FV,39.0,3515,Pave,1.0,3.0,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,840.0,840.0,GasA,5,Y,4.0,840,840,0,1680,0.0,0.0,2,1,2,1,4,3,7,0,0.0,6.0,2004.0,0.0,2.0,588.0,3.0,3.0,2,0,111,0,0,0,0,0.0,0.0,0.0,0,1,2010,WD ,Normal,190000
160,FV,30.0,3215,Pave,1.0,3.0,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,3.0,120.0,4,3,PConc,4.0,3.0,3.0,6.0,280.0,1.0,0.0,320.0,600.0,GasA,5,Y,4.0,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,7,0,0.0,3.0,2004.0,0.0,2.0,480.0,3.0,3.0,2,0,172,0,0,0,0,0.0,0.0,0.0,0,4,2010,ConLD,Normal,155000
